alert_id,timestamp,source_ip,destination_ip,label,severity,mitre_tactic,mitre_technique,mitre_conf,shap_feat_1,shap_val_1,shap_feat_2,shap_val_2,shap_feat_3,shap_val_3,shap_feat_4,shap_val_4,shap_feat_5,shap_val_5
495,2026-07-27 10:00:00,172.16.0.25,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,5.6554,Fwd Packet Length Max,2.2227,Fwd IAT Mean,-0.9455,Fwd IAT Total,-0.9365,Destination Port,0.7525
496,2026-07-27 10:00:00,172.16.0.37,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,198.556,Flow Duration,-9.8989,Flow Bytes/s,-9.5217,Fwd Packet Length Std,-9.2637,Total Length of Fwd Packets,-9.0652
497,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,6.9862,Bwd Packet Length Max,3.5021,Total Length of Fwd Packets,-0.8582,Flow IAT Min,-0.8466,Fwd Packet Length Mean,-0.8465
498,2026-07-27 10:00:00,172.16.0.87,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,198.5621,Flow Duration,-9.8873,Flow Bytes/s,-9.6312,Fwd IAT Total,-9.1322,Fwd Packet Length Std,-9.0617
499,2026-07-27 10:00:00,172.16.0.37,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,2.4761,Flow Duration,-0.6598,Fwd Packet Length Min,-0.4335,Fwd Packet Length Std,-0.3332,Destination Port,-0.2803
500,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,5.9453,Flow Duration,4.8545,Flow Bytes/s,1.2428,Flow IAT Std,-1.1302,Fwd IAT Mean,-0.8697
501,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.6964,Flow IAT Mean,0.9866,Flow Bytes/s,-0.7171,Total Fwd Packets,-0.6715,Fwd IAT Mean,-0.5854
502,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,1.6492,Total Fwd Packets,-0.746,Fwd IAT Total,-0.6672,Destination Port,-0.6093,Bwd Packet Length Std,-0.5178
503,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,3.5255,Bwd Packet Length Std,-0.6712,Bwd Packet Length Max,-0.6389,Flow Packets/s,-0.4768,Total Length of Bwd Packets,-0.4114
504,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.9528,Bwd Packet Length Max,-0.907,Total Length of Fwd Packets,0.5981,Bwd Packet Length Std,-0.4391,Destination Port,-0.3892
505,2026-07-27 10:00:00,172.16.0.41,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,0.9614,Fwd Packet Length Std,-0.5177,Destination Port,-0.505,Fwd Packet Length Min,0.4828,Bwd Packet Length Min,-0.4535
506,2026-07-27 10:00:00,172.16.0.70,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,82.947,Flow Duration,-4.3948,Flow Bytes/s,-3.9756,Fwd Packet Length Std,-3.929,Total Fwd Packets,-3.8085
507,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,5.7974,Flow Duration,5.3245,Flow IAT Min,-1.1494,Total Fwd Packets,-0.9236,Fwd IAT Mean,-0.9035
508,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Flow Duration,4.5283,Fwd IAT Total,3.8887,Flow Bytes/s,2.2218,Destination Port,-0.8055,Bwd Packet Length Min,-0.7934
509,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,60.0,Flow Bytes/s,0.1264,Flow Packets/s,-0.108,Fwd Packet Length Std,-0.1001,Fwd Packet Length Mean,0.0969,Flow IAT Max,-0.0931
510,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,52.0,Fwd Packet Length Mean,0.1227,Flow IAT Min,-0.098,Total Backward Packets,0.0799,Bwd Packet Length Max,-0.0675,Destination Port,0.0638
511,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.751,Total Backward Packets,-0.7746,Flow IAT Min,-0.7717,Flow IAT Max,0.7036,Flow IAT Mean,0.5425
512,2026-07-27 10:00:00,172.16.0.7,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,0.9349,Destination Port,-0.5639,Fwd Packet Length Min,-0.5434,Bwd Packet Length Max,-0.4962,Fwd Packet Length Max,-0.3492
513,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Flow Duration,6.365,Fwd IAT Total,4.5482,Flow Bytes/s,2.7539,Flow IAT Std,-1.4343,Destination Port,-1.3267
514,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,1.9699,Flow IAT Std,-0.5977,Total Length of Bwd Packets,-0.5302,Total Length of Fwd Packets,-0.4903,Total Fwd Packets,-0.4874
515,2026-07-27 10:00:00,172.16.0.94,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,6.1799,Fwd Packet Length Max,2.4193,Flow Duration,-1.0159,Fwd Packet Length Min,-0.9178,Total Fwd Packets,-0.7822
516,2026-07-27 10:00:00,172.16.0.69,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,4.5046,Fwd Packet Length Max,2.4861,Fwd IAT Mean,-0.7607,Destination Port,0.7574,Flow Duration,-0.7536
517,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,60.0,Bwd Packet Length Std,-0.1002,Bwd Packet Length Mean,0.0868,Flow Bytes/s,0.0836,Fwd Packet Length Mean,0.0748,Total Fwd Packets,-0.0665
518,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Flow Duration,6.1524,Fwd IAT Total,5.4594,Flow Bytes/s,1.5921,Fwd Packet Length Max,-1.167,Total Length of Bwd Packets,-0.968
519,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.2184,Bwd Packet Length Mean,-0.5401,Total Length of Fwd Packets,-0.5391,Fwd Packet Length Max,-0.5335,Flow IAT Std,0.5327
520,2026-07-27 10:00:00,172.16.0.34,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,0.7815,Destination Port,-0.5957,Fwd IAT Mean,-0.4882,Bwd Packet Length Min,0.409,Bwd Packet Length Max,0.3969
521,2026-07-27 10:00:00,172.16.0.8,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,2.9068,Destination Port,1.248,Flow Duration,-0.6661,Total Length of Fwd Packets,-0.4141,Total Fwd Packets,-0.3352
522,2026-07-27 10:00:00,172.16.0.20,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Flow IAT Min,-0.4766,Destination Port,-0.4385,Flow IAT Std,0.4226,Total Length of Bwd Packets,-0.4129,Total Backward Packets,0.3848
523,2026-07-27 10:00:00,172.16.0.50,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,198.5266,Flow Duration,-9.9799,Flow Bytes/s,-9.3259,Fwd Packet Length Std,-9.2913,Total Length of Fwd Packets,-9.2217
524,2026-07-27 10:00:00,172.16.0.63,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,1.1617,Destination Port,-0.5557,Fwd Packet Length Min,-0.4377,Total Fwd Packets,0.3173,Flow IAT Std,-0.2446
525,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,1.6251,Flow IAT Min,-0.9833,Flow IAT Mean,0.9688,Bwd Packet Length Max,0.6585,Fwd IAT Total,-0.6119
526,2026-07-27 10:00:00,172.16.0.7,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,0.5975,Fwd IAT Total,-0.4821,Destination Port,-0.3982,Flow IAT Std,0.359,Flow IAT Min,0.3188
527,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.2242,Flow Packets/s,-0.5772,Total Backward Packets,-0.479,Total Fwd Packets,-0.4527,Fwd Packet Length Std,-0.4526
528,2026-07-27 10:00:00,172.16.0.63,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,0.7836,Destination Port,-0.5389,Flow IAT Min,-0.4567,Total Length of Fwd Packets,-0.4364,Bwd Packet Length Max,0.3506
529,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,1.7239,Total Length of Fwd Packets,0.7006,Bwd Packet Length Min,-0.6914,Fwd Packet Length Max,0.6804,Bwd Packet Length Std,-0.4849
530,2026-07-27 10:00:00,172.16.0.64,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,1.1231,Destination Port,-0.4815,Flow Bytes/s,0.4022,Total Length of Bwd Packets,0.3772,Fwd Packet Length Std,0.3686
531,2026-07-27 10:00:00,172.16.0.7,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,0.7923,Destination Port,-0.597,Fwd Packet Length Mean,-0.5346,Flow IAT Mean,0.4271,Flow IAT Std,-0.3115
532,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,48.0,Flow IAT Max,0.1155,Fwd Packet Length Min,0.115,Total Length of Bwd Packets,-0.1064,Flow IAT Mean,0.0899,Flow Packets/s,-0.0844
533,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.6234,Flow IAT Max,-0.844,Fwd IAT Mean,-0.7359,Flow Packets/s,-0.7274,Flow IAT Min,-0.618
534,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,1.5812,Total Backward Packets,-0.8061,Bwd Packet Length Std,-0.7217,Fwd Packet Length Std,-0.4896,Bwd Packet Length Min,0.4381
535,2026-07-27 10:00:00,172.16.0.48,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,1.3069,Flow Packets/s,0.6816,Flow Duration,-0.6222,Total Backward Packets,-0.4806,Bwd Packet Length Max,-0.3486
536,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,40.0,Flow IAT Mean,-0.139,Flow Duration,0.1384,Bwd Packet Length Min,0.0945,Fwd Packet Length Std,0.0927,Bwd Packet Length Mean,-0.0865
537,2026-07-27 10:00:00,172.16.0.19,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,1.2863,Destination Port,-0.4635,Fwd Packet Length Std,0.4597,Flow IAT Max,-0.4551,Fwd IAT Mean,-0.4258
538,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.9412,Fwd IAT Total,-0.9012,Bwd Packet Length Min,-0.7831,Destination Port,0.7528,Fwd Packet Length Std,0.6094
539,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.2998,Flow IAT Mean,1.4487,Fwd IAT Mean,-0.6518,Bwd Packet Length Std,-0.6223,Fwd Packet Length Std,0.6037
540,2026-07-27 10:00:00,172.16.0.73,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Destination Port,-0.5392,Total Backward Packets,0.5261,Flow IAT Mean,0.4246,Flow IAT Max,-0.3626,Flow Bytes/s,-0.339
541,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.5069,Total Backward Packets,0.7858,Bwd Packet Length Max,0.599,Flow IAT Mean,0.5984,Flow Packets/s,-0.5586
542,2026-07-27 10:00:00,172.16.0.6,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,10.2129,Flow Packets/s,1.1667,Flow Duration,-1.0938,Fwd Packet Length Mean,-0.8302,Fwd IAT Total,-0.8018
543,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,1.6022,Fwd Packet Length Std,-1.0941,Flow IAT Mean,1.0456,Flow IAT Std,-0.8814,Flow Bytes/s,0.8482
544,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.1815,Total Fwd Packets,-1.175,Flow IAT Std,-0.9491,Flow Bytes/s,-0.8416,Total Length of Fwd Packets,0.3708
545,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,5.4903,Bwd Packet Length Max,3.5559,Bwd Packet Length Std,-0.8892,Total Backward Packets,-0.7636,Flow IAT Std,-0.7264
546,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,5.6566,Flow Duration,4.9732,Flow Bytes/s,1.655,Fwd IAT Mean,-0.8644,Total Backward Packets,-0.8413
547,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,1.2541,Total Fwd Packets,-0.7423,Total Length of Fwd Packets,0.6445,Flow IAT Mean,0.6025,Fwd Packet Length Mean,-0.5564
548,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,72.0,Flow Duration,-0.0981,Fwd Packet Length Mean,0.0831,Flow IAT Max,-0.0823,Flow IAT Std,0.077,Fwd Packet Length Std,-0.0733
549,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.3655,Flow IAT Min,-0.7653,Fwd Packet Length Min,-0.5679,Fwd IAT Mean,-0.4762,Flow IAT Mean,0.4597
550,2026-07-27 10:00:00,172.16.0.89,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,0.992,Destination Port,-0.4971,Fwd IAT Total,-0.3807,Flow IAT Mean,-0.2474,Bwd Packet Length Min,-0.2239
551,2026-07-27 10:00:00,172.16.0.37,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,5.7787,Fwd Packet Length Max,2.6923,Flow Bytes/s,-1.0209,Flow IAT Min,-0.8376,Fwd IAT Total,-0.828
552,2026-07-27 10:00:00,172.16.0.99,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,1.5405,Destination Port,-0.5888,Fwd Packet Length Max,-0.5546,Fwd Packet Length Mean,-0.4976,Flow IAT Max,-0.4479
553,2026-07-27 10:00:00,172.16.0.76,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,0.6741,Flow IAT Min,-0.5462,Destination Port,-0.5242,Flow IAT Max,-0.5099,Flow IAT Mean,-0.3726
554,2026-07-27 10:00:00,172.16.0.69,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,0.5947,Destination Port,-0.5381,Fwd Packet Length Min,-0.321,Fwd IAT Total,-0.2174,Fwd Packet Length Mean,-0.2152
555,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,1.782,Fwd IAT Total,-0.8694,Bwd Packet Length Std,-0.7566,Flow IAT Mean,0.733,Flow Bytes/s,-0.6013
556,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,1.2922,Total Length of Fwd Packets,-1.0226,Bwd Packet Length Std,0.5116,Total Backward Packets,0.4839,Destination Port,-0.4232
557,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,7.1619,Bwd Packet Length Max,4.4903,Flow Bytes/s,-1.1866,Destination Port,-0.9635,Fwd IAT Total,-0.8491
558,2026-07-27 10:00:00,172.16.0.78,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,1.1199,Fwd Packet Length Mean,-0.4993,Destination Port,-0.4939,Flow IAT Max,0.4736,Fwd Packet Length Std,-0.4237
559,2026-07-27 10:00:00,172.16.0.80,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,198.5015,Flow Duration,-9.9971,Flow Bytes/s,-9.2972,Bwd Packet Length Max,-9.1424,Fwd Packet Length Std,-9.0981
560,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,7.1742,Bwd Packet Length Max,3.3483,Flow IAT Max,-1.0055,Flow IAT Min,-0.8368,Flow Duration,-0.8086
561,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.2753,Flow Packets/s,-0.9877,Flow IAT Mean,0.8694,Total Length of Bwd Packets,-0.6667,Flow IAT Std,-0.6257
562,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.0154,Bwd Packet Length Std,-0.6564,Flow Bytes/s,-0.5982,Fwd Packet Length Std,-0.4569,Total Fwd Packets,0.454
563,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,52.0,Total Length of Bwd Packets,0.1388,Total Backward Packets,-0.1022,Flow IAT Max,-0.0873,Flow Packets/s,-0.0741,Fwd Packet Length Mean,0.0713
564,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,6.6953,Bwd Packet Length Max,3.3755,Total Fwd Packets,-1.2224,Flow IAT Max,-0.8388,Flow IAT Std,-0.7808
565,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,8.7216,Bwd Packet Length Max,1.8998,Flow IAT Max,-0.8695,Total Fwd Packets,-0.804,Fwd Packet Length Min,-0.7593
566,2026-07-27 10:00:00,172.16.0.46,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,5.786,Fwd Packet Length Max,3.0621,Fwd Packet Length Mean,-1.0539,Flow IAT Min,-0.8239,Flow Bytes/s,-0.7508
567,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,1.4426,Flow IAT Mean,0.8869,Flow IAT Min,0.6888,Bwd Packet Length Std,-0.6089,Flow IAT Max,-0.5582
568,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,1.8794,Flow IAT Min,0.7025,Fwd IAT Total,-0.6805,Fwd Packet Length Std,0.6648,Bwd Packet Length Max,-0.6336
569,2026-07-27 10:00:00,172.16.0.90,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,0.8485,Fwd IAT Mean,0.366,Destination Port,-0.3593,Flow IAT Mean,0.313,Total Length of Bwd Packets,-0.3088
570,2026-07-27 10:00:00,172.16.0.56,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,10.1921,Flow Packets/s,1.5602,Flow Duration,-1.14,Flow IAT Std,-0.7327,Total Fwd Packets,-0.6549
571,2026-07-27 10:00:00,172.16.0.98,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,3.5168,Fwd Packet Length Max,2.4733,Fwd IAT Total,-0.8246,Destination Port,0.8181,Flow IAT Min,-0.7921
572,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.7803,Flow IAT Mean,0.8578,Total Backward Packets,0.6459,Fwd IAT Total,-0.5922,Fwd Packet Length Max,-0.4976
573,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.3758,Fwd IAT Total,-0.7643,Fwd Packet Length Std,0.5256,Flow IAT Std,0.4469,Fwd Packet Length Mean,-0.4313
574,2026-07-27 10:00:00,172.16.0.70,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,3.7506,Fwd Packet Length Max,2.5414,Bwd Packet Length Max,-0.8218,Bwd Packet Length Min,-0.8189,Flow Duration,-0.7768
575,2026-07-27 10:00:00,172.16.0.48,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,5.5745,Fwd Packet Length Max,1.2352,Destination Port,0.8046,Fwd Packet Length Std,-0.6234,Total Backward Packets,-0.606
576,2026-07-27 10:00:00,172.16.0.49,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,1.0335,Destination Port,-0.495,Flow Bytes/s,-0.4165,Flow IAT Max,-0.2933,Bwd Packet Length Max,-0.2285
577,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,7.1156,Bwd Packet Length Max,3.4619,Fwd Packet Length Min,-0.86,Fwd Packet Length Std,-0.8346,Flow Bytes/s,-0.7827
578,2026-07-27 10:00:00,172.16.0.37,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,1.5553,Destination Port,-0.6061,Bwd Packet Length Mean,-0.4063,Bwd Packet Length Std,0.3476,Fwd IAT Mean,-0.291
579,2026-07-27 10:00:00,172.16.0.51,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,1.4856,Destination Port,-0.5102,Flow IAT Min,0.4459,Flow Packets/s,0.4127,Fwd Packet Length Std,-0.4102
580,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,3.4687,Flow IAT Mean,0.6495,Fwd Packet Length Max,-0.6182,Total Fwd Packets,-0.5981,Bwd Packet Length Min,-0.5055
581,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.8237,Bwd Packet Length Min,-0.752,Flow IAT Max,-0.7289,Total Length of Bwd Packets,-0.5567,Destination Port,-0.55
582,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,8.7777,Bwd Packet Length Max,1.3728,Bwd Packet Length Min,-1.0757,Flow IAT Mean,-0.9777,Total Backward Packets,-0.9403
583,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.248,Flow IAT Mean,1.3835,Bwd Packet Length Std,-1.0519,Destination Port,-0.6781,Fwd IAT Mean,-0.4913
584,2026-07-27 10:00:00,172.16.0.5,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,4.0663,Fwd Packet Length Max,2.6585,Fwd IAT Mean,-1.3935,Total Fwd Packets,-0.7995,Destination Port,0.7339
585,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.7778,Flow Packets/s,-0.6903,Destination Port,-0.589,Flow IAT Mean,0.4816,Bwd Packet Length Min,0.4411
586,2026-07-27 10:00:00,172.16.0.51,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,1.188,Destination Port,-0.5612,Fwd IAT Total,0.5303,Bwd Packet Length Std,0.4067,Flow IAT Max,-0.3874
587,2026-07-27 10:00:00,172.16.0.79,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,1.4655,Destination Port,1.3595,Flow Duration,-0.5521,Total Length of Bwd Packets,-0.4762,Fwd IAT Total,-0.4385
588,2026-07-27 10:00:00,172.16.0.6,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,4.2358,Fwd Packet Length Max,1.9979,Flow IAT Std,-0.7706,Flow IAT Max,-0.6561,Destination Port,0.6523
589,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,8.295,Bwd Packet Length Max,2.7578,Flow Bytes/s,-1.4595,Total Length of Fwd Packets,-0.9521,Total Fwd Packets,-0.9172
590,2026-07-27 10:00:00,172.16.0.89,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,198.5924,Flow Duration,-9.8288,Fwd Packet Length Std,-9.4582,Flow Bytes/s,-9.1946,Fwd IAT Total,-8.9812
591,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.6032,Fwd Packet Length Min,-1.0471,Fwd IAT Total,-0.7966,Flow IAT Mean,0.717,Bwd Packet Length Std,-0.6052
592,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,44.0,Fwd Packet Length Mean,-0.1081,Flow Packets/s,-0.0937,Fwd Packet Length Min,0.0781,Flow IAT Std,-0.0637,Flow IAT Min,0.0611
593,2026-07-27 10:00:00,172.16.0.71,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,4.0997,Fwd Packet Length Max,2.3787,Fwd Packet Length Std,-0.9242,Destination Port,0.8347,Fwd IAT Mean,-0.8086
594,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.8802,Fwd Packet Length Std,-0.9093,Bwd Packet Length Std,-0.7123,Total Fwd Packets,-0.5444,Flow IAT Mean,0.5243
